full_path,question,answer
/kaggle/input/vrmini2/abo-images-small/images/small/b0/b01d6c0a.jpg,What is the case's primary design feature?,Footprints
/kaggle/input/vrmini2/abo-images-small/images/small/50/50a3131f.jpg,Does the case design include the word 'peace'?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/56/5699ebc0.jpg,"Based on the image and ""3D Printed"" metadata, what is the case's texture?",Embossed
/kaggle/input/vrmini2/abo-images-small/images/small/83/83b6abf2.jpg,How many ventilation holes are there on the pan?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/57/57098568.jpg,Is this case designed for the OnePlus 7 Pro?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/2a/2a1b5f2a.jpg,"Based on the item name and image, what is the intended use of this shoe?",Running
/kaggle/input/vrmini2/abo-images-small/images/small/36/3602050f.jpg,"Considering the image and ""block heel"" description, what is the heel type?",Block
/kaggle/input/vrmini2/abo-images-small/images/small/cc/cc67fbe8.jpg,What color is the lamp's body?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/6b/6b113112.jpg,What is the primary decorative element on the frame?,Pearls
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8aa7b1b0.jpg,What is the tie's length?,X-Long
/kaggle/input/vrmini2/abo-images-small/images/small/68/68a5d69b.jpg,What phone model is this case designed for?,Lenovo
/kaggle/input/vrmini2/abo-images-small/images/small/69/691731a2.jpg,How many pillows are included in this set?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/6c/6c88cfd5.jpg,Does the phone case design feature a natural landscape element?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/2a/2af9b15c.jpg,What is the overall shape of this sofa?,L-shaped
/kaggle/input/vrmini2/abo-images-small/images/small/57/57f974cb.jpg,"Considering the image and metadata, what is the primary color of the pillow?",Black
/kaggle/input/vrmini2/abo-images-small/images/small/14/14b76477.jpg,What type of metal is used in the setting of these earrings?,WhiteGold
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4cc454a9.jpg,What is the case's primary material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/2d/2dd798ac.jpg,Brand?,Solimo
/kaggle/input/vrmini2/abo-images-small/images/small/07/071190d3.jpg,What is the primary color of the design?,Teal
/kaggle/input/vrmini2/abo-images-small/images/small/ff/ffb14e3b.jpg,What is the primary material of the shoe upper?,Suede
/kaggle/input/vrmini2/abo-images-small/images/small/f6/f68f2930.jpg,What is the handbag's style?,Tote
/kaggle/input/vrmini2/abo-images-small/images/small/0f/0fde0df0.jpg,How many straps does this sandal have?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/ec/eca30509.jpg,What phone model is this case designed for?,J5Prime
/kaggle/input/vrmini2/abo-images-small/images/small/74/748705fb.jpg,What phone model is compatible?,J4Plus
/kaggle/input/vrmini2/abo-images-small/images/small/71/71417647.jpg,Is this phone case designed for an LG phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/03/030125e8.jpg,How many hearts are depicted on the phone case?,Five
/kaggle/input/vrmini2/abo-images-small/images/small/55/551bae0d.jpg,What letter is prominently displayed on the phone case?,L
/kaggle/input/vrmini2/abo-images-small/images/small/96/9605ef0c.jpg,Is this phone case compatible with a OnePlus 3T?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/93/93779ec5.jpg,What is the dominant color on the baby wipe packaging?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e49c9b54.jpg,What famous landmark is depicted on the phone case?,Eiffel
/kaggle/input/vrmini2/abo-images-small/images/small/dd/dde0a772.jpg,"Given the product description, what is the case material?",Hard
/kaggle/input/vrmini2/abo-images-small/images/small/48/483d5e2a.jpg,What color are the find. Fairfax Derbys?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/aa/aae16ac3.jpg,"Based on the item dimensions and image, what is the spool's approximate shape?",Round
/kaggle/input/vrmini2/abo-images-small/images/small/81/81b8ba5b.jpg,"Based on the image and ""3D Printed Hard Back Case"" description, what is the case's design style?",Damask
/kaggle/input/vrmini2/abo-images-small/images/small/fd/fd54a220.jpg,What is the primary color of the storage bags?,White
/kaggle/input/vrmini2/abo-images-small/images/small/79/79bc2429.jpg,What is the shoe's style?,Oxford
/kaggle/input/vrmini2/abo-images-small/images/small/c5/c5b42345.jpg,What phone model is this case for?,Micromax
/kaggle/input/vrmini2/abo-images-small/images/small/e3/e308dd60.jpg,What color is the dominant color of the gamepad on the case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/9c/9cf78113.jpg,What material is the upper made of?,Suede
/kaggle/input/vrmini2/abo-images-small/images/small/6e/6e1b4ecf.jpg,How many straps are visible on the shoe in the image?,One
/kaggle/input/vrmini2/abo-images-small/images/small/f6/f63dd608.jpg,"Considering the image and metadata, what is the primary material of this phone case?",Canvas
/kaggle/input/vrmini2/abo-images-small/images/small/77/77cb2913.jpg,"Given its dimensions and material, what is the bed's primary function?",Sleeping
/kaggle/input/vrmini2/abo-images-small/images/small/52/52ccef27.jpg,"Considering the image and metadata, what animal is depicted on the phone case?",Cranes
/kaggle/input/vrmini2/abo-images-small/images/small/1b/1bd2c2d5.jpg,What material is the sandal primarily made of?,Suede
/kaggle/input/vrmini2/abo-images-small/images/small/fd/fd33ea00.jpg,How many zones of comfort does this mattress have?,Seven
/kaggle/input/vrmini2/abo-images-small/images/small/0b/0b09bfd9.jpg,What is the closure type of the shoe?,Lace-up
/kaggle/input/vrmini2/abo-images-small/images/small/51/51171a9b.jpg,Is this case compatible with a Poco X2 phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/fd/fde9cd15.jpg,"Considering the image and metadata, what is the brand of the product?",365
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8b4ce3db.jpg,"Based on the image and description, what is the style of the wall art?",Modern
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c8c4a539.jpg,What is the main color of the shoe's upper?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/6a/6a446004.jpg,What does the teddy bear in the image hold?,Heart
/kaggle/input/vrmini2/abo-images-small/images/small/37/37d618c8.jpg,How many different types of cups or teapots are depicted on the phone case?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/3d/3de0ef65.jpg,What is the primary function of this Stone & Beam ottoman?,Seating
/kaggle/input/vrmini2/abo-images-small/images/small/08/080c4dc5.jpg,What color is the background of the phone case?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/58/58416b7b.jpg,How many main design elements are depicted on the phone case?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/ab/ab1a50d1.jpg,What gemstone is featured?,Amethyst
/kaggle/input/vrmini2/abo-images-small/images/small/e2/e2859294.jpg,Are the sheets made of cotton?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/dd/ddbe5b3e.jpg,What is the primary material of the phone case?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/a8/a8403427.jpg,What color are the ratchet tie-down straps?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/a9/a903b527.jpg,What fruit is depicted on the phone case?,Oranges
/kaggle/input/vrmini2/abo-images-small/images/small/0f/0ffc25be.jpg,"Given the metadata and image, what is the bread's style?",Demi-baguette
/kaggle/input/vrmini2/abo-images-small/images/small/68/68951a5a.jpg,What is the primary material of the Bourge flip-flops?,EVA
/kaggle/input/vrmini2/abo-images-small/images/small/74/74b20110.jpg,What phone model is this case designed for?,Samsung
/kaggle/input/vrmini2/abo-images-small/images/small/f9/f9ab3dbe.jpg,What are the main colors of the design on the phone case?,Gold
/kaggle/input/vrmini2/abo-images-small/images/small/89/89bf73ef.jpg,What is the style of the pendant?,Halo
/kaggle/input/vrmini2/abo-images-small/images/small/70/70df945e.jpg,What is the brand of this deodorant?,Solimo
/kaggle/input/vrmini2/abo-images-small/images/small/ec/ec72175e.jpg,Is this case designed for a Samsung phone?,No
/kaggle/input/vrmini2/abo-images-small/images/small/38/38640202.jpg,What material is the frame constructed from?,Plywood
/kaggle/input/vrmini2/abo-images-small/images/small/c7/c72c11f1.jpg,"Given the image and ""3D Printed"" metadata, what is the case's texture likely to be?",Raised
/kaggle/input/vrmini2/abo-images-small/images/small/06/06813ff9.jpg,What is the packaging style?,Pouch
/kaggle/input/vrmini2/abo-images-small/images/small/7a/7ae4bbc1.jpg,What phone model is this case designed for?,Mobiistar
/kaggle/input/vrmini2/abo-images-small/images/small/74/74bc593c.jpg,"Based on the item name and image, what gemstone is featured in the bracelet?",Lapis
/kaggle/input/vrmini2/abo-images-small/images/small/c1/c124ff3d.jpg,What is the shoe's intended use (style)?,Casual
/kaggle/input/vrmini2/abo-images-small/images/small/d8/d8824f5e.jpg,Is there a warranty included?,No
/kaggle/input/vrmini2/abo-images-small/images/small/9e/9e72ad5e.jpg,What is the primary material of the phone case?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/c1/c183ddad.jpg,What is the main color of the pillow?,White
/kaggle/input/vrmini2/abo-images-small/images/small/25/257db7c4.jpg,What is the maximum read speed indicated on the card?,100MB/s
/kaggle/input/vrmini2/abo-images-small/images/small/21/219bdabc.jpg,What is the dominant color of the case design?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/2c/2c833912.jpg,What is the dominant color of the case design?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/bc/bca120c5.jpg,What is the primary design element of the phone case?,Geometric
/kaggle/input/vrmini2/abo-images-small/images/small/93/93ac002d.jpg,What is the brand of this toilet cleaner?,Presto!
/kaggle/input/vrmini2/abo-images-small/images/small/30/30a18a57.jpg,What landmark is depicted on the phone case?,Eiffel
/kaggle/input/vrmini2/abo-images-small/images/small/51/5178ea84.jpg,"Given the image and metadata, what is the color of the Belini flip-flops?",Black
/kaggle/input/vrmini2/abo-images-small/images/small/33/33866010.jpg,What color is the neck gaiter?,Gray
/kaggle/input/vrmini2/abo-images-small/images/small/03/03e832a6.jpg,What phone model is this case designed for?,Micromax
/kaggle/input/vrmini2/abo-images-small/images/small/68/68fbb5cc.jpg,How many words are on the phone case?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/17/177d1cee.jpg,What is the main design feature of this phone case?,Leaves
/kaggle/input/vrmini2/abo-images-small/images/small/ff/ff77a6ad.jpg,What phone model is this case designed for?,Oppo
/kaggle/input/vrmini2/abo-images-small/images/small/5f/5f3f1f87.jpg,"Considering the metadata, is this case officially warranted?",No
/kaggle/input/vrmini2/abo-images-small/images/small/7f/7f074d2b.jpg,What is the primary function of this product?,First-aid
/kaggle/input/vrmini2/abo-images-small/images/small/fc/fc63f8fd.jpg,What is the primary material of the main body of this AmazonBasics duffel?,Polyester
/kaggle/input/vrmini2/abo-images-small/images/small/3f/3ff6bc92.jpg,What phone model is this case for?,J2Core
/kaggle/input/vrmini2/abo-images-small/images/small/2a/2a61db09.jpg,"Given the image and metadata, what is the color of the hangers?",Beige
/kaggle/input/vrmini2/abo-images-small/images/small/ca/caf56517.jpg,"Given its dimensions and style, what room is this table best suited for?",Living
/kaggle/input/vrmini2/abo-images-small/images/small/89/89d414fa.jpg,What is the primary design feature of this phone case?,Butterflies
/kaggle/input/vrmini2/abo-images-small/images/small/f0/f0d4ce2a.jpg,What color is the duvet cover?,Purple
/kaggle/input/vrmini2/abo-images-small/images/small/19/19b1bcf7.jpg,How many prominent colors are used in the design of this iPhone XS Max case?,Many
/kaggle/input/vrmini2/abo-images-small/images/small/67/6798ad14.jpg,What is the primary function of this Taloyone product?,Protection
/kaggle/input/vrmini2/abo-images-small/images/small/8e/8ed4a80a.jpg,What is depicted on the phone case?,Camera
/kaggle/input/vrmini2/abo-images-small/images/small/d5/d5ed95e1.jpg,What is the primary function of this product?,Mailing
/kaggle/input/vrmini2/abo-images-small/images/small/0f/0fde0df0.jpg,Does this sandal have a heel?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/02/029be472.jpg,What is the dominant color scheme of the design?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/1f/1fe12cbe.jpg,What is the dominant color of the rug's geometric pattern?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/c7/c72c11f1.jpg,"Based on the metadata, what is the phone model compatibility?",Z3
/kaggle/input/vrmini2/abo-images-small/images/small/10/1067ad2a.jpg,What material are the find. Ashby Brogues made of?,Suede
/kaggle/input/vrmini2/abo-images-small/images/small/27/2705e4b7.jpg,Is the heel of this shoe open or closed?,Open
/kaggle/input/vrmini2/abo-images-small/images/small/9d/9d4de8a9.jpg,What flavor are the pecans roasted in?,Kona
/kaggle/input/vrmini2/abo-images-small/images/small/12/12fe296d.jpg,What is the suitcase's approximate weight in pounds?,Five
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4c24b01e.jpg,What is the dominant design element on the case?,Leaf
/kaggle/input/vrmini2/abo-images-small/images/small/b2/b25f69ff.jpg,"Based on the provided dimensions and image, what is the lamp's primary material?",Metal
/kaggle/input/vrmini2/abo-images-small/images/small/73/73b84e35.jpg,"According to the image and metadata, where was this product likely produced (country of origin)?",France
/kaggle/input/vrmini2/abo-images-small/images/small/bb/bbf51794.jpg,What is the dominant color of the case design?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/2f/2f4d4120.jpg,What is the dominant color scheme of the case?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/ff/ffb14e3b.jpg,What is the heel type of this pump?,Kitten
/kaggle/input/vrmini2/abo-images-small/images/small/d8/d8085b50.jpg,Is the bag made of plastic or fabric?,Fabric
/kaggle/input/vrmini2/abo-images-small/images/small/e1/e15df073.jpg,What animal is featured on the phone case?,Kitten
/kaggle/input/vrmini2/abo-images-small/images/small/43/43b414e9.jpg,What design style is depicted on the case?,Waterdrop
/kaggle/input/vrmini2/abo-images-small/images/small/c3/c36437ba.jpg,Is this a limited edition product?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/7c/7c424ce8.jpg,What is the primary texture of the Rivet Grey Gum swatch?,Fabric
/kaggle/input/vrmini2/abo-images-small/images/small/c0/c0eec52a.jpg,Is this razor designed for men or women?,Men
